ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel
QC,Industrial,42.0,Light taste,,0,Firm Cheese,Cow,Pasteurized,,Gouda extra doux (Bergeron),higher fat
QC,Industrial,42.0,,,0,Firm Cheese,Cow,Pasteurized,,Gouda de Saint-Antoine,lower fat
QC,Industrial,42.0,"Smoky, comes in 2 flavours",Gouda-type cheese,0,Firm Cheese,Cow,Pasteurized,,Calumet (Le),lower fat
QC,Industrial,43.0,"Fresh milky, creamy taste, very mild",,0,Firm Cheese,Cow,Pasteurized,No Rind,Brin de gouda,lower fat
QC,Industrial,43.0,"Sharp, distinct flavour of Indian spices","Pressed and not cooked cheese, interior ripened",0,Firm Cheese,Cow,Pasteurized,,Coureur des bois (Le),lower fat
QC,Industrial,43.0,Mild,"Pressed, uncooked, interior ripened, natural rind",0,Firm Cheese,Cow,Pasteurized,,Fin Renard (Le),lower fat
QC,Industrial,43.0,"Mild, hazelnut flavour, slightly acidulous","Smooth with small holes, no rind",0,Firm Cheese,Cow,Pasteurized,,Bergeron Classique,lower fat
QC,Industrial,43.0,Slightly acidulous taste,"Pressed, uncooked, interior-ripened cheese",0,Firm Cheese,Cow,Pasteurized,No Rind,Populaire (Le),higher fat
QC,Industrial,51.0,Mild and slightly acidulous,Interior ripened and covered with yellow wax,0,Firm Cheese,Cow,Pasteurized,,Seigneur de Tilly (Le),lower fat
QC,Industrial,42.0,,"Creation of the Bergeron cheese masters. Made of whole milk, and contains no dairy substances. Slightly firmer than regular Gouda",0,Firm Cheese,Cow,Pasteurized,,Lotbinière (Le),lower fat
QC,Industrial,43.0,"Nutty, mildly tangy flavour",Smooth cheese with a few small holes,0,Firm Cheese,Cow,Pasteurized,,P'tit Bonheur (Le),lower fat
QC,Industrial,42.0,,"Product wrapped in black, non-edible wax. When cut, the wedges are covered with thermoformed film",0,Firm Cheese,Goat,Pasteurized,,Patte Blanche,lower fat
QC,Industrial,55.0,,Popular 6% cheese called that because of its low fat content. Made from pasteurized partially skimmed milk. Smooth cheese with a few holes,0,Firm Cheese,Cow,Pasteurized,,Six Pourcent 6% (Le),lower fat
QC,Artisan,65.0,Creamy and milky,White creamy cheese,0,Fresh Cheese,Cow,Pasteurized,No Rind,Monpellier (Le),lower fat
QC,Artisan,50.0,Mild,"Creamy,",0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Montebello (Le),lower fat
QC,Artisan,45.0,"Pronounced, well-developed, fruity with butter and hazelnut notes",,0,Firm Cheese,Goat,Raw Milk,No Rind,Louis-Joseph Papineau,lower fat
QC,Artisan,65.0,Mild and slightly acidulous. Various flavours,Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Petit Vinoy (Le),lower fat
QC,Artisan,50.0,"Mild, goat flavour, slightly acidulous",,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Saint-Félix,lower fat
QC,Farmstead,60.0,Mild mushroom and nut taste,,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Clé des champs,lower fat
QC,Farmstead,69.0,"Mild and lactic availble in plain, garlic and herbs, chives, almond, five peppercorn, cajun and in flavoured olive oil",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Capri' Cieux  (Le),lower fat
QC,Farmstead,42.0,Mild to medium depending on the age,Interior-ripened,0,Firm Cheese,Goat,Raw Milk,No Rind,Chèvratout,lower fat
QC,Farmstead,62.0,"Sharp, slight hazelnut hints",Rind washed with cider,0,Semi-soft Cheese,Goat,Thermised,Washed Rind,Hilairemontais (Le),lower fat
QC,Industrial,42.0,"Slightly salted, whey aftertaste",Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar Riviera en grains,lower fat
QC,Industrial,39.0,Buttery and creamy lactic flavor,Daily fresh,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux Riviera,higher fat
QC,Industrial,39.0,Lactic buttery and creamy flavor more pronounced than mild cheddar,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar médium Riviera,higher fat
QC,Industrial,39.0,Rich nutty flavor with a hint of cream,,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort Riviera,higher fat
QC,Industrial,39.0,"Nutty, creamy flavor, slightly salted",,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar extra-fort Riviera,higher fat
QC,Industrial,47.0,Sharp,"Pressed cheese, strong aroma, when aged its rind goes from yellow to red",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Pierre de Saurel léger,lower fat
QC,Industrial,49.0,Hazelnut taste,"Pressed cheese, ivory colored, pierced with holes. Swiss type cheese.",0,Firm Cheese,Cow,Pasteurized,,Chaliberg léger,lower fat
QC,Industrial,40.0,Hazelnut taste,"Pressed cheese, ivory-colored, sprinkled with holes. Swiss type cheese.",0,Firm Cheese,Cow,Pasteurized,,Chaliberg,lower fat
QC,Industrial,50.0,"Mild, hints of butter",Smooth texture,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Finbourgeois,lower fat
QC,Industrial,55.0,"Mild, hints of fresh milk",,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Élan 7% (L'),lower fat
QC,Industrial,50.0,Sharp,"Pressed cheese, strong aroma, when aged its rind goes from yellow to red",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Pierre de Saurel,lower fat
QC,Industrial,46.0,Slightly hazelnut and creamy taste,"Dutch Edam-type cheese, smooth surface, light yellow and uniform center, supple, smooth and melting texture",0,Semi-soft Cheese,Cow,Pasteurized,,Vent des îles,lower fat
QC,Industrial,40.0,Slightly sweet almond flavor,"Emmental type cheese, with no rind, yellow-colored, with big round holes",0,Firm Cheese,Cow,Pasteurized,No Rind,Alpinois (L'),lower fat
QC,Farmstead,44.0,Sharp,Dense cheese with washed rind. Cheese made from Ayrshire cow's milk.,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Fêtard (Le),higher fat
QC,Farmstead,50.0,"Fruitty notes with flavours of cream, butter and a hint of whey",Cheese made from Ayrshire cow's milk..,0,Soft Cheese,Cow,Raw Milk,Washed Rind,Laracam,lower fat
QC,Farmstead,48.0,Sharp,Washed rind. Cheese made from Ayrshire cow's milk,0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Victor et Berthold,lower fat
QC,Industrial,40.0,Hazelnut and slightly fruity,Swiss-type cheese showing round and shiny eyes,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie Champêtre),lower fat
QC,Industrial,47.0,"Characteristic, mild and lactic to sharp. With a slight wild mushroom taste.",Mixed rind washed with brine,0,Semi-soft Cheese,Cow,Pasteurized,,Presqu'île (Le),lower fat
QC,Industrial,26.0,Slighty sharp with salted butter and country flavour.,"Pressed, smooth, soft and creamy cheese.",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette (Fromagerie Champêtre),higher fat
QC,Industrial,26.0,Sharp with a slight nut and wild mushroom flavour,"Supple, smooth and creamy",0,Semi-soft Cheese,Cow,Pasteurized,,Grand Chouffe (Le),higher fat
QC,Industrial,41.0,,Made from whole milk,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar en grains et en bloc (Fromagerie Champêtre),higher fat
QC,Farmstead,52.0,Mild,"White, delicate and crumbly cheese",0,Soft Cheese,Goat,Pasteurized,,Salin de Gaspé (Le),lower fat
QC,Farmstead,68.0,"Mild and slightly acidulous (varieties available: plain, herb, and pepper)",Creamy,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre de Gaspé,lower fat
QC,Farmstead,42.0,Mild and fruity,"Cooked and pressed, cheddar type",0,Firm Cheese,Goat,Pasteurized,No Rind,Val-D'Espoir,lower fat
QC,Farmstead,51.0,"Mild, hazelnut and mushroom flavour",Melting texture in the mouth,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Corsaire,lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Mme Clément,lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Le Petit Champlain,lower fat
QC,Industrial,54.0,"Sharp to pronounced, mushroomy and creamy",,0,Soft Cheese,Cow,Pasteurized,,P'tit Saint-Damase léger,lower fat
QC,Industrial,50.0,Mild,,1,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert BIO  (Damafro),lower fat
QC,Industrial,50.0,"Sharp to pronounced, taste of mushrooms and cream",,1,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Saint-Damase BIO,lower fat
QC,Industrial,43.0,Mild,Covered with a layer of red wax,1,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Gouda BIO (Damafro),lower fat
QC,Industrial,58.0,Mild and acidulous,Creamy cheese,1,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre des Alpes BIO,lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,,Bloomy Rind,Brie Le Grand Cru,higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,,Bloomy Rind,Camembert Le Grand Cru,higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie double crème (Damafro),higher fat
QC,Industrial,50.0,"Plain, cranberries, apricots and brandy, mushrooms",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie en brioche,higher fat
QC,Industrial,50.0,"Mild, cream and mushroom flavours",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Triple crème (Damafro),higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Connaisseur (Damafro),higher fat
QC,Industrial,50.0,Mild and goat flavour,,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Cabrie,lower fat
QC,Industrial,50.0,Mild and creamy,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert double crème (Damafro),higher fat
QC,Industrial,59.0,Mild and slightly acidulous,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Dama-12,lower fat
QC,Industrial,88.0,"Fresh, lactic, acidulous",Fresh cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Damablanc,lower fat
QC,Industrial,68.0,"Plain, herbs, pepper",Creamy cheese,0,Fresh Cheese,Goat,Pasteurized,No Rind,Fromage de chèvre Tour de France,higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Petit Connaisseur,lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Mini-Brie,lower fat
QC,Industrial,68.0,"Mild, slightly acidulous, available: plain, Fine Herbs or Pepper",,0,Fresh Cheese,Goat,Pasteurized,No Rind,Chèvre des Alpes,lower fat
QC,Industrial,52.0,Mild,Creamy,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Bûchette (La),lower fat
QC,Industrial,48.0,Mild,Orange rind,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Aura,lower fat
QC,Industrial,43.0,Mild,Covered in orange wax,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Saint-Paulin (Damafro),lower fat
QC,Industrial,43.0,"Sharp, lactic and goat flavour",Cheese covered with red wax,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Gouda de chèvre (Damafro),lower fat
QC,Industrial,50.0,"Mild, slight mushroom aroma",Uncooked,0,Soft Cheese,Cow,Pasteurized,,Grand Délice,lower fat
QC,Industrial,46.0,Nutty,Pressed surface-ripened washed-rind cheese,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette (Damafro),lower fat
QC,Industrial,50.0,"Sharp to pronounced, taste of mushrooms and cream","Neither pressed nor cooked, surface-ripened, washed and bloomy rind cheese",0,Soft Cheese,Cow,Pasteurized,,Saint-Damase,lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert (Damafro),lower fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie (Damafro),lower fat
QC,Industrial,50.0,"Mild, hint of cream and mushrooms",,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Brie Tour de France (Damafro),higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Connaisseur,higher fat
QC,Industrial,50.0,Mild,,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,Camembert Mme Clément,lower fat
QC,Industrial,43.0,Mild,Cheese covered with red wax,0,Semi-soft Cheese,Cow,Pasteurized,,Gouda (Damafro),lower fat
QC,Industrial,50.0,Mild and goaty,,0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Tomme de chèvre (Damafro),lower fat
QC,Industrial,56.0,Available: Fine Herbs and Pepper,Creamy,0,Fresh Cheese,Cow,Pasteurized,No Rind,Grand Duc (Le),lower fat
QC,Industrial,68.0,"Available: Plain Goat  Cheese, Goat  Cheese with Pepper, Goat  Cheese with Fine Herbs",Spreadable cheese,0,Soft Cheese,Goat,,,Chèvre Le Grand Cru,lower fat
QC,Industrial,74.0,,Fresh cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Ricotta (Damafro),lower fat
QC,Industrial,60.0,,Fresh Cheese,0,Soft Cheese,Cow,Pasteurized,No Rind,Mascarpone (Damafro),lower fat
QC,Artisan,55.0,Slightly woody,,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Vacherin de Châteauguay,lower fat
QC,Artisan,50.0,"Flavours of hazelnut, butter and apples",Washed rind with cider,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Tomme du Manoir affinée au cidre de pomme,lower fat
QC,Artisan,54.0,Smoked salmon,Smooth rind covered with dill,0,Soft Cheese,Cow,Pasteurized,Bloomy Rind,SOMO Brie au saumon fumé,lower fat
QC,Artisan,50.0,Mild,,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Sorcier de Missisquoi (Le),lower fat
QC,Artisan,55.0,Pronounced with a hazelnut woody flavour,,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Feuille d'automne,lower fat
QC,Artisan,45.0,"Woodsy flavours, toasted hazelnut notes","Pressed, moist washed-rind cheese",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Peau Rouge,lower fat
QC,Artisan,48.0,,"Pressed, surface-ripened, washed-rind cheese",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Raclette affinée au cidre de pommes (Les Dépendances du Manoir),lower fat
QC,Artisan,55.0,"Sharp to pronounced, fruity with apple and toasted hazelnut flavours",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Rougette de Brigham,lower fat
QC,Artisan,52.0,Sweetened with apple flavour,Filled with caramelised apple,0,Fresh Cheese,Cow and Goat,Pasteurized,,Tarapatapom,higher fat
QC,Farmstead,50.0,"Fairly full-flavoured, with a smooth and creamy finish",,0,Semi-soft Cheese,Cow,Pasteurized,,Louis Dubois,higher fat
QC,Farmstead,46.0,Sharp,"Smooth, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette des Appalaches,lower fat
QC,Farmstead,50.0,"Sharp and hazelnutty, becoming fruitier with age","Pressed surface-ripened and washed-rind cheese, ivory coloured interior with an orange tone,  natural rind",0,Semi-soft Cheese,Cow,Pasteurized,,Mamirolle (Le),lower fat
QC,Farmstead,50.0,Sharp,Pressed surface-ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Délice des Appalaches,higher fat
QC,Artisan,50.0,Mild,"Bloomy rind, Camembert type",0,Soft Cheese,Cow,Thermised,Bloomy Rind,Casimir (Le),lower fat
QC,Artisan,50.0,Pronounced,Creamy,0,Soft Cheese,Cow,Thermised,Washed Rind,Diable aux Vaches (Le),lower fat
QC,Artisan,44.0,"Mild, Lactic, fungus flavour",,0,Semi-soft Cheese,Cow,Thermised,Bloomy Rind,Sieur Corbeau des Laurentides,lower fat
QC,Artisan,50.0,Subtle flavour of hazelnuts and reminiscent of maple syrup,,0,Soft Cheese,Cow,Thermised,Washed Rind,Cru des Érables (Le),lower fat
QC,Artisan,55.0,"Plain or seasoned with chives, fine herbs or tomato and basil",Vacuum-packed or stored in a brine,0,Semi-soft Cheese,Goat,Pasteurized,No Rind,Feta Floralpe,lower fat
QC,Artisan,39.0,Sharp,Cooked cheese,0,Hard Cheese,Ewe,Pasteurized,,Brebiouais,lower fat
QC,Artisan,60.0,Slightly pungent and acid,Mild to sharp aroma with a hint of its soil,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Buchevrette,lower fat
QC,Artisan,60.0,"Sharp, lactic, goat flavour, slightly acid",Smooth and creamy with a bloomy rind,0,Soft Cheese,Goat,Pasteurized,Bloomy Rind,Heidi,lower fat
QC,Artisan,60.0,"Mild and acidulous, seasoned with fine herbs and garlic","Creamy cheese, relatively dried and crumbly texture",0,Fresh Cheese,Goat,Pasteurized,No Rind,Micha,lower fat
QC,Artisan,42.0,Mild,Cheese made with a cheddarization process,0,Firm Cheese,Goat,Pasteurized,No Rind,Montagnard (Le),lower fat
QC,Artisan,55.0,Sharp and goat flavour,"Washed rind, Muenster type",0,Soft Cheese,Goat,Pasteurized,Washed Rind,Peter,lower fat
QC,Artisan,50.0,Butter and hazelnut taste,"Mixed whity rind, melting texture in its centre",0,Soft Cheese,Cow,Pasteurized,,Roubine de Noyan,lower fat
QC,Artisan,50.0,Buttery taste,Camembert type cheese,0,Soft Cheese,Cow and Goat,Pasteurized,Bloomy Rind,Soeur Angèle (La),lower fat
QC,Artisan,50.0,"Mild, lactic","Pressed, uncooked, interior-ripened cheese",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Paulin Fritz léger,lower fat
QC,Artisan,,"Sharp, slight hazelnut flavour",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Empereur léger,lower fat
QC,Artisan,48.0,Sharp and fruity,"Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Médium,lower fat
QC,Artisan,48.0,"Sharp, peppery and fruity","Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Poivre,lower fat
QC,Artisan,48.0,"Very sharp, fruity","Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz Fort,lower fat
QC,Artisan,50.0,Pronounced,,0,Soft Cheese,Goat,Pasteurized,Washed Rind,Chevrochon,lower fat
QC,Artisan,48.0,Fairly pronounced fruity flavours,Surface ripened,0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Douanier (Le),lower fat
QC,Artisan,50.0,"Fruity, nutty taste accentuated by the aroma of St-Ambroise beer","Surface-ripened cheese, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Clos Saint-Ambroise,lower fat
QC,Artisan,50.0,"Mild, lactic, slightly acidulated, flavoured with five peppercorns, garlic, herbs or parsley",,0,Semi-soft Cheese,Cow,Pasteurized,,Cristalia,lower fat
QC,Artisan,50.0,"Sharp, slight hazelnut flavour",,0,Soft Cheese,Cow,Pasteurized,Washed Rind,Empereur,lower fat
QC,Artisan,40.0,"Sharp, fruity flavour with notes of apples and nuts","Pressed, cooked, surface- and interior-ripened, washed-rind cheese",0,Firm Cheese,Cow,Pasteurized,Washed Rind,Miranda,lower fat
QC,Artisan,48.0,"Mild, lactic",Covered with a black wax.,0,Semi-soft Cheese,Cow,Pasteurized,,Mouton noir,lower fat
QC,Artisan,50.0,"Mild, creamy flavour with hints of hazelnut","Pressed, surface-ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Noyan,lower fat
QC,Artisan,50.0,Mild,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Port-Royal,lower fat
QC,Artisan,48.0,Sharp and fruity,"Pressed, surface ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Fritz,lower fat
QC,Artisan,48.0,"Sharp, hazelnutty","Pressed, surface-ripened",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Raclette Griffon,lower fat
QC,Artisan,50.0,"Mild, Lacitc","Pressed, uncooked, interior-ripened cheese",0,Semi-soft Cheese,Cow,Pasteurized,,Saint-Paulin Fritz,lower fat
QC,Artisan,44.0,"Sharp, lactic and fruity, slightly woodsy","Pressed, surface and interior-ripened cheese, washed rind",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Vacherin Fritz Kaiser,lower fat
QC,Artisan,47.0,Sharp and slightly woodsy,"Moist, washed rind",0,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,Zurigo,lower fat
QC,Artisan,48.0,Mild,"Surface ripened, washed rind",0,Semi-soft Cheese,Goat,Pasteurized,Washed Rind,Tomme du Haut-Richelieu,lower fat
QC,Artisan,31.0,"Lactic, lightly nutty with notes of caramel",,1,Firm Cheese,Cow,Raw Milk,,Gré des champs (Le),higher fat
QC,Artisan,44.0,Floral with a note of mushrooms,Light yellow color with small openings du to the type of moulding process,1,Semi-soft Cheese,Cow,Raw Milk,Washed Rind,D'Iberville (Le),higher fat
QC,Artisan,29.0,Sharp nutty taste,Cooked mixed rind,1,Firm Cheese,Cow,Raw Milk,,Monnoir (Le),higher fat
QC,Farmstead,43.0,Buttery and fruity,"Orange rind, golden-yellow interior showing small holes",0,Semi-soft Cheese,Cow,Thermised,,Pikauba,higher fat
QC,Farmstead,48.0,Notes of cream and hazelnut,"Surface ripened, washed rind",0,Soft Cheese,Cow,Thermised,Washed Rind,Kénogami (Le),lower fat
QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar doux (Fromagerie Lemaire),higher fat
QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar mi-fort (Fromagerie Lemaire),higher fat
QC,Industrial,39.0,Hazelnut flavor that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar fort (Fromagerie Lemaire),higher fat
QC,Industrial,39.0,Hazelnut flavour that intensifies with age,Creamy-colored,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar très fort (Fromagerie Lemaire),higher fat
QC,Industrial,,,Light Monterey Jack type cheese,0,Firm Cheese,Cow,Pasteurized,No Rind,Voltigeur,lower fat
QC,Industrial,40.0,"Emmental-like flavor, but less pronounced. Slightly sweet almond flavor.",Firm and supple cheese showing big round eyes distributed in the mass,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie Lemaire),lower fat
QC,Artisan,55.0,"Lactic, slightly acid",Cylindrical-shaped,0,Soft Cheese,Ewe,Pasteurized,,Deo Gratias (Le),lower fat
QC,Artisan,55.0,Vegetable flavor,"Very white, runny and unctuous. Small rounds.",0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Secret de Maurice (Le),lower fat
QC,Artisan,45.0,Floral aroma,"Brownish with white specks, washed rind",0,Semi-soft Cheese,Ewe and Cow,Pasteurized,Washed Rind,Tomme D'Elles (La),higher fat
QC,Artisan,44.0,Pronounced with notes of cream and mushrooms,Veined cheese,0,Veined Cheeses,Cow,Raw Milk,,Ciel de Charlevoix (Le),higher fat
QC,Artisan,47.0,"Sharp, fruity with butter and hazelnut notes","Surface-ripened, washed rind, slightly orange, somewhat sticky texture",0,Semi-soft Cheese,Cow,Pasteurized,Washed Rind,Migneron de Charlevoix (Le),lower fat
QC,Farmstead,70.0,Slightly sweet taste,Semi-granular texture,0,Fresh Cheese,Ewe,Pasteurized,No Rind,Ricotta La Moutonnière,lower fat
QC,Farmstead,48.0,Mild and distinctive,"Veined cheese, natural rind",0,Veined Cheeses,Ewe,Pasteurized,,Bleu de la Moutonnière (Le),lower fat
QC,Farmstead,58.0,All sorts of subtle and full-bodied flavors from hazelnut to spices,,0,Soft Cheese,Ewe,Pasteurized,,Cabanon (Le),lower fat
QC,Farmstead,50.0,"Mild, almond taste","Creamy texture. Pressed cheese, uncooked.",0,Semi-soft Cheese,Ewe,Pasteurized,,Fleur des Monts,higher fat
QC,Farmstead,60.0,"Mild, slightly sweet","Creamy, soft texture",0,Fresh Cheese,Ewe,Pasteurized,,Neige de Brebis (Le),lower fat
QC,Farmstead,50.0,Strong and flavourful,"Creamy, slightly aged rind, very soft, becomes increasingly firm in texture and develops amber-coloured rind as it ages",0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Bercail (Le),lower fat
QC,Farmstead,48.0,Delicate aroma of blue cheese without the sharp spicy flavour,Lightly veined by natural green and blue molds,0,Veined Cheeses,Ewe,Pasteurized,,Soupçon de Bleu (Le),lower fat
QC,Farmstead,58.0,Mild,,0,Soft Cheese,Ewe,Pasteurized,Bloomy Rind,Foin d'odeur (Le),lower fat
QC,Farmstead,54.0,"Pronounced, acidulous and salty","Lightly pressed, very soft and crumbly texture",0,Fresh Cheese,Ewe,Pasteurized,,Féta La Moutonnière,lower fat
QC,Artisan,42.0,"Flavors : plain, BBQ, garlic, onion, fine herbs, maple, souvlaki, 3 peppers and bacon",Cheese curds or blocks,0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais (La Pépite d'Or),lower fat
QC,Artisan,52.0,,,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Mozzarella (La Pépite d'Or),lower fat
QC,Artisan,39.0,Mild to sharp,"Creamy-colored, crumbly texture",0,Firm Cheese,Cow,Raw Milk,,Grand Cahill (Le),lower fat
QC,Artisan,39.0,Fruity flavor that intensifies with age,Medium white cheddar (3 to 9 months),0,Firm Cheese,Cow,Thermised,No Rind,Cheddar moyen (Fromagerie Perron),higher fat
QC,Artisan,39.0,Fruity flavor that intensifies with age,,0,Firm Cheese,Cow,Thermised,No Rind,Cheddar 1 an (Fromagerie Perron),higher fat
QC,Artisan,39.0,Fruity flavor that intensifies with age,,0,Firm Cheese,Cow,Thermised,No Rind,Cheddar 2 ans (Fromagerie Perron),higher fat
QC,Artisan,39.0,,,0,Firm Cheese,Cow,Thermised,No Rind,Doyen (Le),higher fat
QC,Artisan,39.0,,,0,Firm Cheese,Cow,Raw Milk,No Rind,Réserve spéciale 115e,higher fat
QC,Artisan,41.0,,,0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse léger (Fromagerie Perron),lower fat
QC,Artisan,40.0,Mild hazelnutty flavor,"Swiss type cheese, interior ripened",0,Firm Cheese,Cow,Pasteurized,No Rind,Suisse (Fromagerie Perron),lower fat
QC,Artisan,39.0,"Sharp to pronounced, winey flavour","Pressed and cooked cheese, interior-ripened",0,Firm Cheese,Cow,Thermised,No Rind,Cheddar au Porto (Fromagerie Perron),higher fat
QC,Artisan,40.0,Mild hazelnut flavor,Mild hazelnut aroma,0,Firm Cheese,Cow,Raw Milk,No Rind,Suisse au lait cru (Fromagerie Perron),lower fat
QC,Artisan,40.0,Very mild. Curds are aslo available BBQ seasoned,"Daily fresh, withe cheese curds, twist or blocks.",0,Firm Cheese,Cow,Pasteurized,No Rind,Cheddar frais du jour (Fromagerie Perron),higher fat
QC,Artisan,24.0,Pronounced and fruity,"Pressed, storage cheese",0,Firm Cheese,Cow,Raw Milk,,Tomme des Demoiselles (La),higher fat
QC,Artisan,50.0,"Mild to tangy, slightly salty","White and velvety bloomy rind, smooth and creamy  texture",0,Soft Cheese,Cow,Raw Milk,Bloomy Rind,Jeune-Coeur,lower fat
QC,Artisan,50.0,"Sharp, hazelnut flavour and slightly salty",,0,Soft Cheese,Cow,Raw Milk,Washed Rind,Pied-de-vent,lower fat
